id, fp10, fp11, fp12, fp13, fp14, fp15, fp16, fp17, fp18, fp19, fp20
107, 0.2111, 0.2275, 0.2195, 0.2372, 0.2681, 0.2981, 0.2865, 0.3653, 0.4189, 0.4567, 0.4960
108, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
109, 0.2729, 0.2514, 0.2727, 0.2953, 0.3067, 0.3191, 0.4254, 0.4798, 0.4928, 0.5070, 0.5145
110, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
111, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
113, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
115, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
117, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0809, 0.0757, 0.0845, 0.0904, 0.0942, 0.0884
118, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0811, 0.0759, 0.0845, 0.0904, 0.0942, 0.0882
119, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0501, 0.0525, 0.0521, 0.0499, 0.0467, 0.0491
120, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
121, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
122, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
123, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
124, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
125, 0.1533, 0.1507, 0.1423, 0.1394, 0.1455, 0.1477, 0.1549, 0.1779, 0.1948, 0.2071, 0.2079
126, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
127, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0809, 0.0757, 0.0845, 0.0904, 0.0942, 0.0884
128, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
129, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
131, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0513, 0.0534, 0.0528, 0.0481, 0.0445, 0.0507
133, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
134, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
136, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
138, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
139, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
140, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
141, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
142, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
143, 0.1931, 0.1943, 0.1956, 0.1894, 0.2201, 0.2396, 0.2531, 0.2551, 0.3098, 0.3843, 0.4368
144, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
145, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
146, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
147, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
148, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
149, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
150, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
151, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0771, 0.0845, 0.0904, 0.0907, 0.0811
152, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0774, 0.0847, 0.0902, 0.0937, 0.0887
153, 0.1810, 0.1634, 0.1681, 0.1728, 0.1643, 0.1760, 0.1900, 0.2021, 0.2131, 0.2088, 0.2639
154, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
155, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
156, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
157, 0.1541, 0.1513, 0.1432, 0.1314, 0.1463, 0.1488, 0.1360, 0.1572, 0.1776, 0.1927, 0.1988
158, 0.2356, 0.2380, 0.2474, 0.2607, 0.2680, 0.2867, 0.3648, 0.4113, 0.4536, 0.4832, 0.5146
159, 0.2767, 0.2963, 0.3202, 0.3487, 0.4393, 0.5005, 0.5366, 0.5612, 0.5785, 0.5910, 0.5940
160, 0.2293, 0.2265, 0.2271, 0.2437, 0.2631, 0.2447, 0.3201, 0.3916, 0.4468, 0.4879, 0.5202
161, 0.2125, 0.2224, 0.2157, 0.2287, 0.2519, 0.2596, 0.2664, 0.3335, 0.3912, 0.4462, 0.4911
162, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0769, 0.0845, 0.0904, 0.0914, 0.0786
163, 0.2254, 0.2199, 0.2181, 0.2421, 0.2571, 0.2736, 0.3082, 0.3719, 0.4259, 0.4742, 0.5145
164, 0.2194, 0.2295, 0.2182, 0.2361, 0.2580, 0.2728, 0.3155, 0.3782, 0.4371, 0.4880, 0.5259
165, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0769, 0.0845, 0.0904, 0.0940, 0.0840
166, 0.1533, 0.1507, 0.1428, 0.1353, 0.1455, 0.1481, 0.1429, 0.1591, 0.1757, 0.1890, 0.1837
167, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
168, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
169, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0770, 0.0845, 0.0904, 0.0942, 0.0842
170, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
171, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
172, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
173, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
174, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
175, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
176, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
177, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
178, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
179, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0772, 0.0848, 0.0901, 0.0936, 0.0859
180, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
181, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
182, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
183, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
184, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
185, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
186, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
187, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
188, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
189, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
190, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
191, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0808, 0.0757, 0.0845, 0.0904, 0.0942, 0.0885
192, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
193, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
194, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
195, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
196, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
197, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
198, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
199, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
200, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
201, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
202, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
203, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
204, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
205, 0.1684, 0.1621, 0.1468, 0.1589, 0.1621, 0.1513, 0.1895, 0.2048, 0.2158, 0.2226, 0.2151
206, 0.2446, 0.2443, 0.2324, 0.2763, 0.2940, 0.2994, 0.3910, 0.4532, 0.4997, 0.5190, 0.5394
207, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
208, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
209, 0.2100, 0.2082, 0.2173, 0.2183, 0.2324, 0.2565, 0.2670, 0.3079, 0.3755, 0.4341, 0.4819
210, 0.1788, 0.1521, 0.1646, 0.1706, 0.1518, 0.1777, 0.2102, 0.2215, 0.2283, 0.2170, 0.2591
211, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
212, 0.1533, 0.1507, 0.1428, 0.1366, 0.1454, 0.1479, 0.1440, 0.1591, 0.1760, 0.1897, 0.1865
213, 0.2217, 0.2225, 0.2154, 0.2361, 0.2501, 0.2447, 0.2710, 0.3548, 0.4146, 0.4670, 0.5108
214, 0.2002, 0.1801, 0.1944, 0.1885, 0.1978, 0.2173, 0.2220, 0.2332, 0.2611, 0.3335, 0.4039
