id, fp10, fp11, fp12, fp13, fp14, fp15, fp16, fp17, fp18, fp19, fp20
121, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0191
122, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0191
123, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
124, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
125, 0.2047, 0.2088, 0.2152, 0.2261, 0.2404, 0.2486, 0.2510, 0.2991, 0.3852, 0.4546, 0.4779
126, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
127, 0.2098, 0.1568, 0.1416, 0.1474, 0.1467, 0.1445, 0.1394, 0.1585, 0.1783, 0.1956, 0.1863
128, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
129, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
131, 0.1691, 0.1626, 0.1483, 0.1129, 0.0959, 0.0976, 0.1016, 0.1033, 0.0999, 0.0970, 0.1105
133, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
134, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
136, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
138, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
139, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
140, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
141, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
142, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
143, 0.2622, 0.2563, 0.2669, 0.2997, 0.3033, 0.3809, 0.4557, 0.5042, 0.5272, 0.5441, 0.5551
144, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
145, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
146, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
147, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
148, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
149, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
150, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
151, 0.2099, 0.1595, 0.1449, 0.1473, 0.1493, 0.1493, 0.1518, 0.1782, 0.1993, 0.2057, 0.1933
152, 0.2100, 0.1594, 0.1461, 0.1476, 0.1511, 0.1497, 0.1541, 0.1784, 0.1986, 0.2144, 0.2138
153, 0.2251, 0.2203, 0.2194, 0.2039, 0.2420, 0.2660, 0.2760, 0.3741, 0.4495, 0.4973, 0.5344
154, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
155, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
156, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
157, 0.1929, 0.1689, 0.1671, 0.1696, 0.1537, 0.1791, 0.2077, 0.2203, 0.2210, 0.2104, 0.2565
158, 0.2375, 0.2472, 0.2469, 0.2586, 0.2812, 0.3099, 0.3826, 0.4370, 0.4897, 0.5093, 0.5304
159, 0.3596, 0.2717, 0.4417, 0.5101, 0.5571, 0.6009, 0.6455, 0.6479, 0.6476, 0.6502, 0.6466
160, 0.2704, 0.2880, 0.3211, 0.3273, 0.4181, 0.4835, 0.5261, 0.5626, 0.5598, 0.5384, 0.5421
161, 0.2486, 0.2250, 0.2458, 0.2577, 0.2546, 0.2941, 0.3624, 0.4225, 0.4656, 0.5093, 0.5237
162, 0.2082, 0.1615, 0.1485, 0.1547, 0.1545, 0.1491, 0.1567, 0.1782, 0.1993, 0.2080, 0.1882
163, 0.3020, 0.2966, 0.3284, 0.4276, 0.5104, 0.5635, 0.5738, 0.5702, 0.5511, 0.5406, 0.5374
164, 0.2953, 0.3107, 0.3170, 0.3891, 0.4801, 0.5266, 0.5262, 0.5135, 0.5085, 0.5002, 0.5049
165, 0.2088, 0.1555, 0.1483, 0.1529, 0.1543, 0.1498, 0.1579, 0.1790, 0.1960, 0.2063, 0.1902
166, 0.2304, 0.2170, 0.2192, 0.2115, 0.2379, 0.2638, 0.2814, 0.3668, 0.4243, 0.4770, 0.5226
167, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
168, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
169, 0.2068, 0.1550, 0.1480, 0.1516, 0.1542, 0.1506, 0.1577, 0.1788, 0.1964, 0.2074, 0.1913
170, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
171, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
172, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
173, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
174, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
175, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
176, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
177, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
178, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
179, 0.2070, 0.1539, 0.1474, 0.1499, 0.1533, 0.1501, 0.1564, 0.1785, 0.1984, 0.2139, 0.2083
180, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
181, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
182, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
183, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
184, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
185, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
186, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
187, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
188, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
189, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
190, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
191, 0.2100, 0.1571, 0.1416, 0.1466, 0.1465, 0.1462, 0.1495, 0.1790, 0.1958, 0.2064, 0.1978
192, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
193, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
194, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
195, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
196, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
197, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
198, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
199, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
200, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
201, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
202, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
203, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
204, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
205, 0.2242, 0.2197, 0.2170, 0.2267, 0.2541, 0.2750, 0.3015, 0.4225, 0.4977, 0.5147, 0.5346
206, 0.2724, 0.2692, 0.2880, 0.3139, 0.3622, 0.4653, 0.5431, 0.5613, 0.5775, 0.5824, 0.5776
207, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
208, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
209, 0.2295, 0.2164, 0.2160, 0.2333, 0.2561, 0.2778, 0.3076, 0.4208, 0.4911, 0.5340, 0.5567
210, 0.2217, 0.2159, 0.2164, 0.2277, 0.2588, 0.2783, 0.3086, 0.4258, 0.4858, 0.5190, 0.5460
211, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
212, 0.2230, 0.2158, 0.2191, 0.2137, 0.2372, 0.2630, 0.2831, 0.3503, 0.4148, 0.4704, 0.5188
213, 0.2797, 0.2870, 0.3225, 0.3363, 0.4160, 0.4898, 0.5320, 0.5569, 0.5595, 0.5506, 0.5430
214, 0.2224, 0.2203, 0.2000, 0.2298, 0.2483, 0.2456, 0.2608, 0.3471, 0.4115, 0.4697, 0.5168
215, 0.2668, 0.2612, 0.2963, 0.3113, 0.3413, 0.4413, 0.4953, 0.5357, 0.5652, 0.5767, 0.5801
216, 0.3671, 0.4332, 0.4676, 0.5324, 0.5772, 0.5782, 0.5808, 0.5796, 0.5882, 0.5968, 0.5812
217, 0.3683, 0.4332, 0.4577, 0.5175, 0.5620, 0.5785, 0.5898, 0.5965, 0.5858, 0.5919, 0.5986
218, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
219, 0.1533, 0.1507, 0.1428, 0.1211, 0.0915, 0.0831, 0.0786, 0.0844, 0.0882, 0.0900, 0.0901
220, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
221, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
222, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
223, 0.2232, 0.2277, 0.1998, 0.2295, 0.2441, 0.2396, 0.2580, 0.3465, 0.4035, 0.4583, 0.4972
224, 0.3371, 0.3997, 0.4763, 0.5302, 0.5751, 0.6020, 0.5654, 0.5430, 0.5417, 0.5712, 0.5771
225, 0.2190, 0.2206, 0.2173, 0.2209, 0.2547, 0.2744, 0.3017, 0.3949, 0.4694, 0.4910, 0.5164
226, 0.2562, 0.2719, 0.2967, 0.3059, 0.3805, 0.4647, 0.5199, 0.5612, 0.5806, 0.5999, 0.6046
227, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
228, 0.4656, 0.4681, 0.5046, 0.5762, 0.6137, 0.6418, 0.6482, 0.6353, 0.6104, 0.6156, 0.6379
229, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
230, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
231, 0.3794, 0.4179, 0.4258, 0.4368, 0.5018, 0.5537, 0.5764, 0.5904, 0.5937, 0.6065, 0.6075
232, 0.2256, 0.2175, 0.2194, 0.2149, 0.2409, 0.2656, 0.2801, 0.3733, 0.4408, 0.4920, 0.5269
233, 0.2582, 0.2769, 0.2349, 0.2328, 0.2320, 0.2232, 0.2296, 0.2477, 0.2599, 0.2661, 0.2668
234, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
235, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
236, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
237, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
238, 0.3059, 0.2965, 0.3043, 0.3796, 0.4441, 0.4728, 0.4933, 0.5146, 0.5333, 0.5554, 0.5687
239, 0.2753, 0.2882, 0.2921, 0.3003, 0.3922, 0.4505, 0.4926, 0.5387, 0.5312, 0.5137, 0.5338
240, 0.2344, 0.2383, 0.2246, 0.2491, 0.2657, 0.2452, 0.3536, 0.4048, 0.4583, 0.5040, 0.5263
241, 0.2674, 0.2652, 0.2707, 0.2926, 0.3008, 0.3651, 0.4238, 0.4859, 0.5226, 0.5306, 0.5345
242, 0.5716, 0.6333, 0.6258, 0.6164, 0.6314, 0.6405, 0.6367, 0.6365, 0.6403, 0.6267, 0.5996
243, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
244, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0760, 0.0612, 0.0485, 0.0422, 0.0396
245, 0.1294, 0.1044, 0.0841, 0.0875, 0.0867, 0.0825, 0.0760, 0.0612, 0.0485, 0.0422, 0.0396
